ISO3 Code,Year,Gender,Gender Population,Gender % Population,Median Daily Gender Income €,% of Gender Population under Poverty Line
IRL,2018,Male,2410509,0.49524407128862,41.247606983113,9.63
ISR,2001,Male,,,,17.48
ISR,2002,Male,,,,18.06
ISR,2003,Male,,,,18.80
ISR,2004,Male,,,,21.81
ISR,2005,Male,,,,19.29
ISR,2006,Male,,,,19.82
ISR,2007,Male,,,,19.42
ISR,2008,Male,,,,19.24
ISR,2009,Male,,,,22.40
ISR,2010,Male,,,,22.11
ISR,2011,Male,,,,19.25
ISR,2012,Male,,,,19.47
ISR,2013,Male,,,,18.57
ISR,2014,Male,,,,18.75
ISR,2015,Male,,,,18.58
ISR,2016,Male,,,,18.88
ISR,2017,Male,,,,18.48
ISR,2018,Male,,,,18.49
ITA,2000,Male,27571986,0.48421085103586,30.184561541024,18.82
ITA,2003,Male,27747098,0.48413099999499,,0.00
ITA,2004,Male,27937341,0.48430585485226,38.840395430492,17.68
ITA,2005,Male,28090113,0.48456725163043,38.709463518575,17.89
ITA,2006,Male,28177232,0.48461134770549,39.067301187131,17.91
ITA,2007,Male,28316201,0.48454860614941,40.012696572425,17.63
ITA,2008,Male,28495457,0.4843964085307,38.942728745259,17.85
ITA,2009,Male,28615902,0.48423259728302,39.528691868078,17.71
ITA,2010,Male,28691627,0.48402290563819,38.705637167571,17.76
ITA,2011,Male,28722395,0.48370935652153,37.76649140349,18.04
ITA,2012,Male,28796976,0.48365994683623,35.887863030417,18.27
ITA,2013,Male,29155195,0.48403262334916,35.745136344573,18.30
ITA,2014,Male,29487703,0.48508176705899,35.878639118652,18.51
ITA,2015,Male,29470033,0.48525854135657,36.87144191925,19.05
ITA,2016,Male,29437844,0.48555268211443,37.80152864753,18.83
ITA,2017,Male,29420111,0.48598796374517,37.713889999845,19.23
ITA,2018,Male,29397338,0.48653561498019,37.858027102775,18.69
JPN,2008,Male,,,,16.06
JPN,2010,Male,,,,8.59
JPN,2013,Male,,,,8.95
KIR,2006,Male,,,,0.00
KIR,2019,Male,,,,0.00
LAO,2002,Male,,,,0.00
LAO,2007,Male,,,,0.00
LAO,2012,Male,,,,0.00
LAO,2018,Male,,,,0.00
LVA,2004,Male,1038318,0.45879895630172,,0.00
LVA,2005,Male,1027096,0.45877138706792,11.457054681695,17.15
LVA,2006,Male,1017691,0.45875933737725,14.404667405601,16.34
LVA,2007,Male,1009882,0.45896986653628,18.632166318807,18.03
LVA,2008,Male,1000384,0.45945633973748,18.445871606448,18.09
LVA,2009,Male,982934,0.45895709055804,15.489860517336,18.05
LVA,2010,Male,960423,0.45787746686637,14.906186333559,19.09
LVA,2011,Male,941132,0.4569250532029,14.572367451117,18.10
LVA,2012,Male,930014,0.45716258650547,15.199434662064,17.73
LVA,2013,Male,921462,0.45783602831272,16.432894403222,16.71
LVA,2014,Male,913523,0.45818619133556,18.091214837822,16.77
LVA,2015,Male,907275,0.45879302913857,19.788042339436,16.33
LVA,2016,Male,899972,0.45927818636974,20.801788137437,17.16
LVA,2017,Male,892069,0.4592972930841,22.563400334431,17.51
LVA,2018,Male,886327,0.45991038984604,24.581639887895,16.90
LVA,2019,Male,882076,0.46089778579643,25.779237700979,16.73
LSO,2002,Male,,,,0.00
